track_id,genre_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1126,8,23.381087,1.348177,-3.853083,1.528325,0.349752,1.193057,-0.053505,-0.420824,-0.286356,-0.410297,0.279207,0.314164,-0.029366,0.233486,-0.038646,-0.149836,-0.008989,-0.094867,0.225176,0.449002,0.274168,0.499434
1149,8,20.091017,1.456593,-1.107871,3.182138,1.435341,1.434565,0.449482,0.404852,-0.681652,-0.447499,-0.490257,-0.237547,-0.961996,0.087482,0.206098,-0.7895,-0.815685,-0.678592,-0.61046,-0.250897,0.063094,-0.191096
1196,3,21.139675,1.621073,0.814219,2.067846,-1.298688,2.740037,-1.554326,0.340019,-0.534723,0.248252,-0.403502,-0.488048,0.719718,0.481786,-0.266572,-0.512249,-0.846342,-0.061359,-0.751173,-0.037702,-0.303101,-0.354092
1278,6,16.736791,4.673497,-2.710258,2.793155,-0.746329,0.81851,0.423321,1.369019,0.373813,-0.473738,-0.537632,0.069185,-0.304653,-0.681727,-0.459562,-0.048246,0.14399,-0.031182,0.027445,0.18406,0.075845,-0.285016
1450,8,19.77871,2.05659,1.802669,1.87199,-1.274563,1.453866,0.03146,0.97622,1.289602,-0.741935,0.967233,-0.890457,-0.406556,-0.133126,-1.072539,0.208687,-0.958008,-0.488748,-0.326791,-1.103677,-0.486568,-0.718759
1510,6,19.303605,3.148179,-0.091601,1.354021,-1.692314,-3.174565,1.188512,0.903375,0.494729,0.599414,-0.332464,-0.109632,0.536471,-0.088952,-0.398529,0.144881,0.546827,0.363112,-0.479944,-0.719486,0.204503,0.751641
1526,8,22.259932,2.140623,0.81038,2.478518,1.806282,1.416337,-0.066674,0.931017,-0.286042,-0.351149,-1.102141,-1.054886,-1.540953,-0.064677,-0.549504,-0.986886,-0.666322,-0.583993,-0.217623,0.13453,0.03896,-0.145174
1545,3,18.205158,3.441144,-2.054528,2.392464,-1.978133,0.422694,1.421409,0.714738,-1.035989,-0.574317,-0.655884,0.394147,-0.106427,0.405403,0.573862,0.444791,-0.692856,-0.003769,-0.112579,-0.194015,0.264361,0.37463
1551,2,22.441854,0.984007,0.239824,0.736207,2.933861,1.981899,0.204972,0.030984,-0.519827,1.090883,-0.00289,-0.427199,-1.068873,-0.40822,-0.047284,-0.497609,-0.307693,-1.172289,-1.025729,-0.49168,-0.428346,-0.82099
1556,2,21.066614,2.597206,1.912592,2.66779,-0.094331,1.111771,0.144601,-1.518452,0.376179,-0.148675,-1.331435,-0.113583,-0.524157,0.526319,-0.379139,-1.14712,0.312009,-0.206726,-0.854902,-0.544474,-0.597929,0.409661
1642,7,21.851537,1.447624,-0.788526,1.954861,-0.182454,1.229693,1.050346,1.98808,-0.20169,-0.136385,-0.544939,-0.612206,-0.382975,-0.848605,-1.887283,-1.181456,-0.535382,1.082044,0.810556,-0.479249,-0.161899,-0.172532
1644,7,21.360792,1.435119,-0.049118,1.064711,0.503199,2.470622,0.848098,1.16646,-0.253546,-0.914495,-0.614291,-0.921037,-1.484301,-0.71924,-0.585099,-0.135732,0.569626,1.333148,0.585393,-0.804131,-0.975331,-1.084937
1661,7,19.582507,3.321366,2.135356,2.306601,0.183759,1.470315,0.784704,0.064066,-0.772949,-0.11387,0.106094,-0.087483,0.146346,0.310462,-0.947904,-0.60151,-1.201442,-0.523292,-0.346292,-1.009046,-1.512798,-0.391117
1663,7,20.749685,4.016423,-1.520053,1.365208,-1.473073,-1.073529,0.538599,-1.391949,1.50708,0.936184,1.438393,-0.014871,1.760794,-0.107849,0.431726,-0.334798,-0.940111,-0.316489,0.333616,-0.205002,-0.273507,-0.660367
1666,7,22.193142,2.071386,-2.217111,2.845112,0.895065,0.396576,0.987514,-0.942342,-0.364154,-0.089456,0.374986,0.479277,-0.546156,-0.097193,-0.470552,-1.180851,0.882341,0.343566,-0.743608,0.147141,-0.256859,-0.443297
1671,6,19.42567,2.821178,-0.545094,2.360089,-0.053767,-0.155636,-1.623886,-0.969978,-0.950566,-1.214588,-0.973919,0.758396,1.1695,-0.788627,1.220703,1.245818,0.517195,0.443542,-0.831386,0.46781,0.29115,-0.366758
1681,5,9.225033,6.615025,-2.910199,1.317205,1.757236,0.562253,1.965992,0.451708,0.091514,0.063057,0.046232,-0.127174,0.177093,-0.079588,-0.791734,-0.536759,-0.464933,-0.370129,0.257479,-0.883723,-0.281693,-0.243838
1682,5,21.197738,2.476199,-1.971136,0.037326,0.887429,-0.591495,-1.292933,-1.280981,0.254057,-0.02378,1.753396,0.203485,-0.555017,-0.463452,-0.735008,-1.052267,0.282123,1.717416,0.261285,1.068742,1.438224,0.062585
1683,5,22.55885,2.59288,-1.600025,2.028922,0.301267,1.380997,-0.194587,1.689116,-0.488782,-0.638895,-0.179715,-0.624338,-0.974972,0.636917,-0.559888,-1.067965,-0.700743,-1.085509,-0.586954,0.550821,1.092935,1.0214
1684,5,21.026106,2.467064,2.175794,2.03193,0.641547,0.948721,-0.559021,-0.478845,-1.037105,-1.108427,-0.388992,-0.424285,-0.364415,-0.171648,-0.770033,-1.261715,-0.141871,0.16047,1.120752,1.209576,-0.414396,-1.168034
1687,5,15.49025,3.33124,1.756367,0.661696,-1.158974,-0.127491,1.116253,-1.02877,-1.566701,0.306866,-1.42713,0.656988,0.308657,1.072518,0.305052,-0.622884,-1.393743,-1.022925,-0.387442,1.07585,1.32286,0.152955
1701,3,22.596614,2.441757,2.661047,2.336431,0.413634,-0.775164,-0.34793,0.58693,-0.444121,-1.46577,0.688511,-0.197965,0.035504,0.265815,0.568177,-0.373868,-0.395526,-0.587285,-0.803774,-0.970411,-0.481517,-0.712718
1702,3,21.849062,2.611559,2.161317,-2.023573,-0.601696,-0.664269,-0.532193,0.754674,1.967694,-0.194771,-0.587561,-0.522896,-0.155354,0.389826,-0.039053,0.121017,1.02343,-0.887973,-0.603506,0.79331,-1.1862,0.78778
1810,8,19.889315,1.305306,1.747779,1.652085,0.70393,1.650162,-0.707311,-1.36778,-1.922015,-0.920383,-1.227937,-0.391433,-0.100286,0.855442,0.255239,0.459729,-0.221099,0.673877,0.178905,-0.137302,-0.313633,-0.867968
1893,3,21.250355,1.770774,-2.110399,-0.248933,1.110252,1.648018,-0.438861,0.180454,0.930877,0.54807,0.276249,0.07675,-1.432438,-0.274078,1.763036,1.126081,-0.107887,-1.078406,-1.214914,-0.908017,0.265493,-0.111343
1896,3,20.518699,1.803575,0.630435,3.428249,0.241645,-1.347903,-0.305221,0.160271,-0.546397,1.043117,-0.682129,-1.409503,-0.684471,-0.180066,-0.387613,0.436338,-0.352978,-0.091736,0.39214,0.63315,-0.417484,-0.559845
1916,3,23.343354,2.079738,3.258673,0.760009,1.129668,0.702819,0.696958,-1.04568,0.253284,-1.303925,-0.69865,-0.462972,-0.890811,0.144836,-0.325298,0.119988,0.564489,-0.406233,-0.576826,-0.631289,-0.702952,-0.586089
1925,3,20.380446,-1.283277,-0.880435,3.889118,0.650104,0.370497,0.285198,-0.057402,-0.748006,0.120629,0.157947,0.321185,-0.187723,0.155319,-0.03693,-0.334952,-0.643554,-1.040321,-0.527198,-0.30461,-0.649691,-0.539176
1929,6,24.830073,1.983409,-1.674705,1.932557,0.488882,1.459112,-0.650511,-1.682521,-0.961123,-1.12003,-0.718099,0.054618,0.135399,0.151992,0.197954,0.95228,1.842746,0.102267,-0.240476,0.546634,-0.57829,-0.238686
1940,8,14.61606,4.034752,2.130588,1.764406,-0.44385,-1.323388,-0.862732,-1.38906,0.789316,1.247218,-0.296576,0.600563,-1.202082,0.197329,0.414853,0.450042,0.596434,-0.134961,-0.272766,-0.62674,-1.545891,-0.092703
2012,6,22.100598,2.485818,-2.80018,3.099283,-0.360136,0.725505,-0.198997,0.337079,0.239165,-0.529855,-0.9505,0.279188,0.206447,0.101335,0.326563,0.270885,-0.018445,-0.197279,-0.085677,-0.037591,-0.37825,-0.02854
2096,6,22.098215,2.301335,1.027987,-3.675517,0.185462,-0.254809,0.750583,0.198669,1.496532,-0.421932,0.337595,-0.048216,0.606908,0.060908,-0.338714,-0.477859,-0.987543,0.368536,0.293916,0.292101,0.173359,0.412035
2097,3,21.351603,2.711243,-1.312995,3.355184,0.897377,1.0406,0.436369,-0.805738,-0.623525,0.214103,-0.386366,1.087968,-0.324776,-0.749201,-0.294389,-1.078273,-0.536552,-0.077835,-0.242049,-0.156137,0.034967,-0.478732
3270,3,22.725664,2.041347,1.929989,1.926234,2.122988,-0.76955,-0.269385,-0.779802,-1.350551,0.731327,-1.186345,0.133318,-0.705771,0.679642,0.235486,-0.600634,-1.071372,0.124999,-0.339362,-0.173708,-0.55598,-0.081524
3501,8,16.662163,2.698941,-2.490905,3.002479,-0.085506,1.011775,-0.285509,-0.383854,0.260981,-0.493862,0.972047,-0.031192,0.101628,-0.626848,-0.643363,0.226964,-0.685917,0.066489,0.587603,0.349463,-0.215956,-0.636518
3515,8,23.247836,1.689086,-3.332677,2.394432,0.470582,-0.350277,-0.030496,-0.803234,0.002245,-0.339737,-0.071997,-0.509387,0.110203,0.322396,0.091729,0.823627,-0.308491,-0.021464,0.272214,0.061995,0.7976,0.420737
3536,7,22.65169,1.668123,1.618275,3.053188,0.314292,-0.16583,0.413297,0.601539,0.731413,0.472342,0.091476,0.58314,-0.669465,-0.379246,-0.831208,-0.656541,-0.966677,-0.998763,-0.76291,-1.011239,-0.791346,-0.645735
3581,8,16.946056,3.80986,-1.723965,2.446477,-1.789348,-0.380419,1.869264,-0.558573,-0.216168,-0.642664,-1.078339,-0.041668,0.535446,0.169937,0.01275,0.062865,-0.322669,0.890366,0.990559,0.101799,-0.114842,-0.21081
3696,8,21.74831,2.094522,1.300476,2.654831,-2.18452,0.533713,0.745907,0.634726,-0.508376,-0.249609,-0.582479,0.570987,-1.35138,-0.648689,0.726022,0.046979,0.032711,0.459754,-0.509004,-0.520201,-0.771487,-0.380362
3707,3,23.45756,3.131984,-2.548259,1.258449,-0.517381,-0.045591,-1.586306,-0.631182,-1.170524,-0.83018,-0.907773,-0.059193,0.520689,0.911137,0.401492,0.796096,0.76338,1.125157,0.350926,0.21934,0.843836,1.105886
3708,3,22.141146,2.050241,0.914783,3.377205,-0.11745,1.091434,-1.170761,-0.813301,0.393813,0.752672,-0.747171,-0.092462,-0.029961,0.555402,-0.349981,-0.08421,-0.807125,-1.079588,-0.804428,-0.350928,-0.353815,-0.284127
3763,8,14.566402,5.82057,-3.428002,2.500128,-0.801956,0.774096,-0.142872,0.455424,-0.20649,-0.040465,-0.085309,0.078543,0.009386,0.05032,-0.073311,0.261942,0.462642,0.147065,-0.28061,-0.035991,0.263667,0.091795
3776,5,21.571742,2.816535,1.403093,1.712457,0.129752,2.122402,-0.991592,-1.448111,-0.545727,-0.698076,-1.048199,-1.649987,0.706159,-0.432041,0.11569,0.153183,0.166014,0.869215,0.079656,-0.721781,-0.614963,0.692858
3777,5,23.463962,0.74426,3.794514,1.345769,-1.286957,0.153628,-0.047243,-0.775173,-0.324051,0.492318,-0.459357,-0.27936,-0.374034,-0.395437,-0.066279,-0.483049,-0.091311,-0.174122,-0.407466,-0.211979,-0.164555,-0.245857
3779,5,23.19635,1.249816,-1.534725,3.6481,0.459519,1.281099,0.201597,0.01348,0.147939,-0.583562,0.375077,0.018803,-0.014432,-0.370629,-0.221338,-0.362735,-0.679659,-0.440367,-0.517359,-0.544765,-0.530677,-0.345365
3832,3,17.622778,2.914201,3.97102,0.624294,-0.230622,-0.224532,-0.360849,0.251962,-0.16223,0.102584,-0.405405,-0.453918,0.094288,0.726164,0.042744,-0.275107,-0.917659,-0.519774,-0.780551,-0.667688,-0.298291,-0.51643
3906,3,19.654694,4.003818,-1.394071,-1.44274,-0.653503,2.680164,1.197409,0.544685,-1.048,-0.48297,1.778305,0.533873,0.193591,-0.480975,-0.73738,0.09376,-0.067093,0.069292,0.208752,-0.73403,-0.581598,0.32253
3908,3,12.665444,6.436032,-3.485967,2.602973,-0.329302,0.569354,-0.30053,0.003624,0.12369,0.32344,0.28048,-0.03107,-0.016562,-0.0062,-0.340179,-0.031122,-0.04463,0.063806,0.341567,0.276797,-0.129958,0.129788
3909,3,20.109868,2.641411,1.278742,3.012117,-2.161827,0.635431,0.205364,-1.133315,-0.900677,0.053589,-0.75742,0.085385,0.456014,0.076534,0.097247,0.687227,-0.414759,-0.579165,-0.088979,-0.33717,-0.376872,0.162536
3911,3,24.059416,1.898073,-0.742333,3.1607,0.479196,-0.261059,1.46507,-1.385351,-0.729288,-0.562411,0.537228,0.119001,-0.805941,0.831562,-1.163539,-0.465424,0.699584,-0.299368,-0.654082,0.004026,-0.126307,-0.101264
3913,3,23.0934,1.475308,1.564198,2.090095,1.306573,1.645383,-0.224816,0.570642,0.117693,-0.695806,-0.446932,-0.963948,-0.841,-0.056334,0.330158,-0.233149,-1.820279,-1.247135,-0.913263,-0.136636,0.269619,-0.315062
3919,3,24.115345,2.300296,-3.198834,1.305404,1.223025,-0.689767,0.766779,0.988164,0.864745,0.342599,0.008099,-0.807255,-0.270987,-0.012324,0.99768,-0.399544,-0.71889,0.549371,0.437486,-0.731421,-0.434101,-0.220229
3929,8,19.682107,2.568105,-0.425601,1.821191,-1.377319,0.93457,-0.923266,2.823465,0.573653,0.795772,-0.388932,0.409679,-1.057081,0.469078,-0.758277,-0.973218,-0.436234,-0.491597,-0.206653,-0.219387,-0.486325,-0.083519
3934,8,20.171812,2.607782,-1.068188,1.120839,0.230194,1.94172,-2.145677,-2.124885,-0.225004,-0.237542,0.243445,0.169823,-0.076728,1.250421,-0.008082,0.670999,0.55282,-0.271536,-0.557057,0.392889,0.962801,-0.821252
3943,8,13.557078,6.383964,-2.523946,3.259684,-0.880549,0.101689,-0.468228,0.768372,0.333486,0.563535,0.201611,0.406719,0.232215,-0.179587,-0.346787,-0.053162,-0.060287,-0.337547,-0.488714,-0.039506,-0.45327,-0.035729
4013,3,22.212618,3.380254,-0.635376,1.555114,1.534887,0.928998,-2.248381,0.462137,-2.09804,-0.803128,-0.330925,0.741579,-0.363436,-0.199783,0.664909,0.454499,-1.099159,0.400743,0.703525,-0.001035,-0.182996,0.515868
4014,3,22.186408,2.738916,-2.289279,3.080414,0.425513,-0.963373,0.944644,-0.073348,0.711668,0.600915,-0.537614,0.354692,0.531577,-0.025931,0.186824,-0.920167,-0.242528,-0.100622,-0.428683,-0.300961,-0.571755,-0.381987
4037,3,22.361919,0.43189,1.646814,-3.731581,-0.393003,1.12646,1.049292,-0.216951,-0.111853,0.304221,0.167737,0.322396,0.131185,-0.094068,-0.252626,0.113595,0.300945,0.310959,0.114586,-0.126491,-0.422149,-0.239465
4067,3,22.149273,2.325866,-1.930847,3.335681,-1.435777,-0.083024,-1.203988,-0.399884,-0.134807,-0.051289,0.235935,0.831191,0.562061,0.429978,0.040865,0.031997,-0.062782,-0.277456,0.071914,0.070916,-0.244239,0.213557
4069,3,21.262476,1.339224,-2.923191,1.102424,-1.35196,-0.151064,-1.132705,1.156294,-0.356368,1.055316,-0.825718,0.28038,-0.246021,0.639623,-0.144542,-0.13345,-0.567768,1.038843,0.649197,0.954337,0.293243,0.66313
4070,5,23.13182,2.379297,1.410824,1.220706,2.428203,0.664147,-0.056996,-0.682126,1.554122,-0.42058,-0.619926,-0.132142,0.669299,0.317165,-0.89544,-1.684202,-0.885833,-0.432912,-0.539624,-0.706929,-0.745995,-0.461761
4071,5,21.160786,1.485224,0.355858,0.561325,2.692051,-0.082575,-0.367531,-0.171102,-1.557839,-0.663446,-0.640086,-0.423842,-1.570193,-1.004021,-0.276324,-1.101432,0.918583,0.491349,1.249098,-0.006739,0.801737,0.795129
4073,5,21.832721,1.631487,-1.075913,3.808354,0.202163,-1.068561,-0.202775,-0.447581,0.299217,-0.899823,-0.199918,0.196537,-0.041408,0.043109,0.960194,-0.374017,-0.49668,0.184338,-0.686177,0.033848,0.096114,-0.331022
4074,5,19.818092,1.466354,1.694507,1.203607,-0.005132,-0.19621,0.515453,2.20087,-1.189692,-0.113855,-0.683814,-0.713862,-0.037551,0.201408,0.289827,-1.139653,0.749398,0.987151,-0.585321,-0.074009,-1.588924,-1.514198
4076,5,18.928869,1.104658,2.58813,2.828103,-1.306974,0.867965,-0.271455,0.48839,-0.049606,-0.146974,-0.197911,-0.360091,-0.538843,-0.114129,-0.479655,-0.49787,-0.344966,-0.409383,-0.774197,-0.143381,-0.602869,-0.534283
4077,5,21.657024,1.604182,-1.285977,2.898007,0.467662,0.577893,0.333887,-1.270349,-0.653462,-1.05529,-1.309466,0.637152,-0.690912,0.367518,-0.414576,-0.771776,1.141157,-0.00665,-0.528039,0.87429,0.495836,0.193097
4078,5,21.471122,2.38137,-0.151782,3.379878,0.728956,-0.184043,-0.809733,1.154984,-1.309722,0.674618,0.411908,0.083666,-0.091811,0.189991,-0.228374,-0.714783,-1.372152,-0.633246,-0.387506,-0.487077,-0.5394,0.285627
4079,5,19.4878,4.749535,-0.822567,-0.892144,-1.516988,0.736986,2.58558,-0.106793,0.679556,0.841658,1.097938,0.883473,0.561203,0.321357,-0.344108,-1.18832,-0.162112,0.399983,-0.188537,-1.643124,-0.927524,-0.315519
4092,5,16.866439,3.038829,0.824675,2.998831,-0.848676,0.802177,-0.05701,0.249239,0.28715,1.622731,0.676308,-0.384231,-0.754086,-0.426033,-0.178636,-0.32073,-1.00807,-1.106794,-1.442863,-0.419808,-0.431261,-0.082911
4095,5,25.305475,0.195303,-2.538889,1.93137,-1.019123,-0.169671,0.698867,1.560429,-0.612483,-0.774485,0.888923,0.756684,-0.931495,0.479849,1.024004,-1.004709,-0.07068,0.033987,-0.496926,0.289642,-0.049214,0.003919
4096,5,19.394324,1.818807,3.004561,1.984313,-0.803789,-0.758269,-0.839567,1.196432,-0.529701,1.150973,-0.594475,-0.433506,-0.598215,-0.239284,-0.559505,0.043493,-0.142944,-0.262135,-0.256202,-0.553271,-0.484997,-0.323913
4099,5,20.396312,2.120277,1.289415,2.803764,0.428253,1.627697,0.484007,-0.312861,-1.026569,-0.838055,-0.4154,0.241345,-0.804164,0.640564,-0.799397,-1.046055,0.357407,-0.55816,-1.221017,0.198099,-0.438864,-0.61001
4103,5,21.855911,2.399287,-0.792092,0.50188,-0.100334,1.270991,-1.855032,-2.138123,-1.509747,1.197138,0.250945,-0.925494,-0.247549,-0.47928,1.05062,0.628925,-0.071272,-0.047379,0.575194,1.285491,0.905467,0.499651
